GISID,"	SOURCE","	ADMINSELECTED","	CALENDAR_YEAR","	STATE_ROUTE","	LOC_ROAD_NAME_RMS","	INTERSECTION_FROM","	segment_from_to","	municipality1",  municipality2,  municipality3," 	DVRPC Regional Priority","	County Priority","	Public Priority","	DVRPC Feasible","	Send to PennDOT","	PennDOT Feasibly", Capacity Analysis Needed,"	Prioritized for Outreach", confirm municipal interest,"	Date of initial contact with muni","	Date letter was received","	Striping plan complete","	Date of completion","	Before/After Counts", For Initial Screening,"	For DVRPC to Screen for Feasiblity","	Pending Review", For PennDOT to Screen for Feasibility, Outreach Prioritization,"	To begin municipal outreach","	Waiting for municipal letter","	Municipal letter received/Needs striping plan","	Approved striping plan shared with maintenance staff","	Completed Projects", Pending Capacity Analysis,"	Beyond scope of resurfacing", Admin Selected, 
40,5-year plan 2019-2023,Y,2019,2027,MAIN ST,A Ave,0050_0080,HULMEVILLE,MIDDLETOWN,BRISTOL,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,4/5/2019,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,5-year plan 2019-2023,N,2019,2036,SWAMP RD,Rushland Jamison Rd / SR 2079,0010_0030,WRIGHTSTOWN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,5-year plan 2019-2023,Y,2019,2049,WINCHESTER AV,Pine St / SR 0413,0120_0140,LANGHORNE,MIDDLETOWN,,Yes,Yes,No,No,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,5-year plan 2019-2023,Y,2019,2081,WORTHINGTON MIL,2nd Street Pk / SR 0232,0010_0030,WRIGHTSTOWN,NORTHAMPTON,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,5-year plan 2019-2023,N,2019,2083,STONY BROOK RD,Pineville Rd / SR 2034,0050_0090,UPPER MAKEFIELD,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,5-year plan 2019-2023,N,2019,2089,ALMSHOUSE RD,Jacksonville Rd / SR 0332,0010_0050,WARWICK,NORTHAMPTON,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,5-year plan 2019-2023,Y,2019,2091,MILL CREEK RD,Swamp Rd / SR 2036,0010_0030,WRIGHTSTOWN,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,5-year plan 2019-2023,N,2019,2101,LURGAN RD,Van Sant Rd,0094_0110,UPPER MAKEFIELD,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,5-year plan 2020-2024,Y,2020,4008,CHURCH RD,Bethlehem Pk / SR 0309,0010_0030,HILLTOWN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,5-year plan 2019-2023,Y,2019,4019,MINSI TR,Schwenkmill Rd,0050_0060,HILLTOWN,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,5-year plan 2019-2023,Y,2019,4075,DURHAM RD,Durham Rd / SR 0212,0160_0180,DURHAM,,,No,No,No,No,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,5-year plan 2019-2023,Y,2019,4093,CREAMERY RD,Trumbauersville Rd / SR 4051,0010_0010,TRUMBAUERSVILLE,MILFORD,,No,No,No,Yes,N/A,No,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,5-year plan 2019-2023,Y,2019,4097,RIDGE RD,Dublin Pk / SR 0313,0010_0074,EAST ROCKHILL,BEDMINSTER,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,5-year plan 2019-2023,Y,2020,202,BUCKINGHAM RD,696' S of Durham rd / SR 0413,0217_0221,BUCKINGHAM,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,5-year plan 2020-2024,Y,2020,202,LOWER YORK RD,696' S of Durham Rd / SR 0413,0216_0310,SOLEBURY,BUCKINGHAM,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A, No communication as of 8/12/19,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,5-year plan 2020-2024,Y,2020,1008,CURLY HILL RD,Swamp Rd / SR 0313,0010_0030,PLUMSTEAD,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,  No communication as of 8/12/19,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,5-year plan 2019-2023,Y,2020,2037,LINCOLN HW,Bucks County Business P,0150_0210,MIDDLETOWN,FALLS,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A, ,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,5-year plan 2019-2023,Y,2020,2037,LINCOLN HW,Bucks County Business P,0151_0211,MIDDLETOWN,FALLS,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,5-year plan 2020-2024,Y,2020,1009,RED HILL RD,Tohickon Hill Rd / SR 1010,0010_0090,TINICUM,PLUMSTEAD,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,5-year plan 2019-2023,N,2018,10,COMPASS RD,Kings Hwy / SR 0340,0360_0360,WEST CALN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,5-year plan 2019-2023,N,2018,29,MANAVON ST,Pothouse Rd / SR 1036,0150_0190,PHOENIXVILLE,SCHUYLKILL,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,5-year plan 2019-2023,Y,2020,3100,POTTSTOWN PK,Goshen Rd,0130_0190,WEST WHITELAND,WEST GOSHEN,,No,Yes,Yes,Yes,Yes,No,N/A,Yes,Yes,9/10/2019,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,1,0,
217,5-year plan 2019-2023,N,2020,3100,POTTSTOWN PK,Goshen Rd,0131_0191,WEST WHITELAND,WEST GOSHEN,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
284,5-year plan 2019-2023,N,2018,13,CHESTER PK,Stuart Ave,0220_0280,YEADON,SHARON HILL BOROU,GLENOLDEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
285,5-year plan 2019-2023,N,2018,13,CHESTER PK,Stuart Ave,0221_0261,SHARON HILL BOROU,GLENOLDEN,FOLCROFT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
286,5-year plan 2019-2023,N,2018,291,PRICE ST,Post Rd / SR 0013,0010_0020,TRAINER,CHESTER CITY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
287,5-year plan 2019-2023,N,2018,420,KEDRON AV,Gov. Printz Blvd / Industrial Hwy (SR 0291),0010_0110,PROSPECT PARK,MORTON,TINICUM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,5-year plan 2019-2023,N,2018,420,WANAMAKER AV,Gov. Printz Blvd / Industrial Hwy (SR 0291),0011_0031,PROSPECT PARK,TINICUM,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
289,5-year plan 2019-2023,N,2018,420,WOODLAND AV,Baltimore Pk / SR 02016,0120_0150,SPRINGFIELD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
290,5-year plan 2019-2023,N,2018,1004,STEEL RD,Burmont Rd / SR 2007,0010_0020,HAVERFORD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
291,5-year plan 2019-2023,N,2018,1007,COOPERTOWN RD,Darby Rd / SR 2005,0010_0010,HAVERFORD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
292,5-year plan 2019-2023,N,2018,1018,ARDMORE AV,Lawrence Rd / SR 1016,0010_0050,HAVERFORD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
293,5-year plan 2019-2023,N,2018,1023,NEWTOWN ST RD,St. Davinds Rd / SR 1046,0002_0010,NEWTOWN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,5-year plan 2019-2023,N,2018,1023,NEWTOWN ST RD,St. Davinds Rd / SR 1046,0003_0003,NEWTOWN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
295,5-year plan 2019-2023,N,2018,1033,OLD WEST CHESTE,284' S of Hilltop Rd,0010_0010,HAVERFORD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
296,5-year plan 2019-2023,N,2018,1046,WAYNE AV,Conestoga Rd / SR 1019,0090_0110,RADNOR,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
297,5-year plan 2019-2023,N,2018,2005,LANSDOWNE AV,Garrett Rd / SR 2019,0090_0120,UPPER DARBY,HAVERFORD,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
298,5-year plan 2019-2023,N,2018,2005,LANSDOWNE AV,Garrett Rd / SR 2019,0091_0121,UPPER DARBY,HAVERFORD,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,5-year plan 2019-2023,N,2018,2006,MACDADE BL,Fernwood Ave,0090_0130,GLENOLDEN,RIDLEY,RIDLEY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
300,5-year plan 2019-2023,N,2018,2006,MACDADE BL,Fernwood Ave,0091_0111,GLENOLDEN,RIDLEY,DARBY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
301,5-year plan 2019-2023,N,2018,2020,POWELL RD,Thompson Ave / SR 2027,0010_0030,SPRINGFIELD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
302,5-year plan 2019-2023,N,2018,2026,STATE RD,Township Line Rd / SR 0001,0010_0080,UPPER DARBY,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,5-year plan 2019-2023,N,2018,3009,CHICHESTER AV,Market St / SR 0452,0010_0086,BETHEL,UPPER CHICHESTER,LOWER CHICHESTER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
304,5-year plan 2019-2023,N,2018,3009,CHICHESTER AV,Market St / SR 0452,0031_0031,UPPER CHICHESTER,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,5-year plan 2019-2023,N,2018,3027,RING RD,Ridge Rd / SR 3048,0010_0020,CHADDS FORD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
306,5-year plan 2019-2023,N,2018,3029,FOULK RD,Conchester Hwy / SR 0322,0004_0020,BETHEL,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,5-year plan 2019-2023,N,2018,3032,LENNI RD,Llewelyn Rd / SR 3023,0010_0040,MIDDLETOWN,ASTON,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
308,5-year plan 2019-2023,N,2018,3042,PYLE RD,Wilmington Pk / SR 0202,0010_0020,BETHEL,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,5-year plan 2019-2023,Y,2019,1019,CONESTOGA RD,Aberdeen Ave,0080_0090,RADNOR,,,Yes,No,No,Yes,Yes,Yes,N/A,No,No, , ,N/A, ,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
325,5-year plan 2019-2023,Y,2019,1021,NEWTOWN RD,Darby Paoli Rd / SR 1015,0010_0030,RADNOR,,,Yes,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
326,5-year plan 2020-2024,Y,2020,2001,CHURCH LN,Baltimore Pk / SR 2016 / SR 0013,0010_0030,EAST LANSDOWNE,UPPER DARBY,,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,4/1/2019,1/14/2020,Approved,5/28/2021,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,
347,5-year plan 2019-2023,Y,2020,2005,LANSDOWNE AV,Cobbs Creek Bridge,0010_0080,YEADON,LANSDOWNE,DARBY,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,5/1/2019,6/11/2019,In Progress,10/4/2022,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,
351,5-year plan 2019-2023,Y,2020,2025,MORTON AV,Chester Pk / SR 0013,0020_0060,RUTLEDGE,RIDLEY PARK,MORTON,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
352,5-year plan 2022-2026,Y,2022,2028,MORTON AV,Fourth St / SR 0291,0010_0010,CHESTER CITY,,,No,Yes,Yes,Yes,Yes,Yes,N/A,No,No,10/26/2021,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
359,5-year plan 2022-2026,Y,2025,3011,BLUEBALL AV,Tenth St / SR 0013,0010_0030,MARCUS HOOK,UPPER CHICHESTER,LOWER CHICHESTER,Yes,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
363,5-year plan 2022-2026,Y,2023,6291,GOVERNOR PRINTZ,Bartram Ave/ SR 0291,0010_0010,TINICUM,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
364,5-year plan 2022-2026,Y,2023,6291,GOVERNOR PRINTZ,Bartram Ave / SR 0291,0011_0011,TINICUM,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
309,5-year plan 2019-2023,N,2018,3048,RIDGE RD,Delaware State Line,0010_0060,CONCORD,CHADDS FORD,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,5-year plan 2019-2023,N,2018,3101,S CREEK RD,Chester Co. Line / Brandywine Creek Bridge,0010_0040,CHADDS FORD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,5-year plan 2020-2024,Y,2020,4015,CHEYNEY RD,Concord Rd / SR 3007,0010_0020,CONCORD,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
312,5-year plan 2019-2023,N,2018,4020,HARVEY RD,Baltimore Pk / SR 0001,0010_0020,CHADDS FORD,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
313,5-year plan 2019-2023,N,2019,30,LANCASTER AV,Chester Co. Line,0010_0120,RADNOR,HAVERFORD,,No,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,5-year plan 2019-2023,N,2019,30,LANCASTER AV,Chester Co. Line,0011_0121,RADNOR,HAVERFORD,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,5-year plan 2019-2023,Y,2019,320,CHESTER RD,Madison St / Fourth St / SR 0291,0010_0110,SWARTHMORE,CHESTER CITY,SPRINGFIELD,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,3/8/2019,2/28/2019,Approved,9/30/2019,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,
317,5-year plan 2019-2023,N,2019,320,SPROUL RD,Madison St / Fourth St / SR 0291,0160_0200,MARPLE TOWNSHIP,CHESTER CITY,MARPLE TOWNSHIP,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,2/14/2019,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
318,5-year plan 2019-2023,N,2019,320,SPROUL RD,Old Marple Rd / SR 1008,0161_0201,MARPLE TOWNSHIP,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
316,5-year plan 2019-2023,Y,2019,320,PROVIDENCE AV,Old Marple Rd / SR 1008,0041_0041,CHESTER CITY,,,No,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,3/14/2019,4/10/2019,In Progress,10/4/2022,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,
319,5-year plan 2019-2023,Y,2019,322,CONCHESTER HW,Access Rd Bridge,0130_0130,UPPER CHICHESTER,UPPER CHICHESTER,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
320,5-year plan 2019-2023,Y,2019,322,CONCHESTER HW,Access Rd Bridge,0131_0131,UPPER CHICHESTER,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
321,5-year plan 2019-2023,N,2019,352,NEW MIDDLETOWN,Entrance to Denny's,0130_0134,MIDDLETOWN,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
322,5-year plan 2019-2023,N,2019,352,MIDDLETOWN RD,Entrance to Denny's,0135_0135,MIDDLETOWN,,,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
323,5-year plan 2019-2023,Y,2019,1005,EAGLE RD,Township Line Rd / SR 0001,0010_0080,HAVERFORD,,,No,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
335,5-year plan 2019-2023,Y,2019,3016,LARKIN RD,Naamans Creek Rd / SR 0491,0010_0060,UPPER CHICHESTER,,,No,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
336,5-year plan 2020-2024,Y,2020,3023,BIRNEY HW,Concord Rd / SR 3007,0010_0040,CHESTER HEIGHTS,ASTON,,Yes,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
337,5-year plan 2019-2023,Y,2020,252,NEWTOWN STREET,West Chester Pk / SR 0003,0180_0230,NEWTOWN,,,No,No,Yes,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
338,5-year plan 2019-2023,N,2020,252,NEWTOWN STREET,West Chester Pk / SR 0003,0181_0221,NEWTOWN,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,5-year plan 2019-2023,Y,2020,320,SPROUL RD,Hamilton Rd,0270_0320,MARPLE TOWNSHIP,RADNOR,HAVERFORD,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,5-year plan 2019-2023,Y,2020,1012,MILL RD,Earlington Rd / SR 1003,0010_0010,HAVERFORD,,,Yes,Yes,No,Yes,Yes,Yes,N/A,Yes,Yes,9/16/2019,5/6/2020,N/A, ,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,
342,5-year plan 2019-2023,Y,2020,1040,GULPH CREEK RD,King of Prussia Rd / SR 1021,0010_0020,RADNOR,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
343,5-year plan 2019-2023,Y,2020,1042,EAGLE RD,Wayne Ave / SR 1046,0024_0040,RADNOR,,,Yes,No,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
345,5-year plan 2019-2023,Y,2020,1048,GRADYVILLE RD,Newtown rd / SR 0252,0010_0010,NEWTOWN,MARPLE TOWNSHIP,,Yes,Yes,No,No,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
513,5-year plan 2019-2023,Y,2020,3056,RIDGE PK,Ridge Pk,0010_0010,PLYMOUTH,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
514,5-year plan 2019-2023,N,2020,3056,RIDGE PK,Ridge Pk,0011_0011,PLYMOUTH,,,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
516,5-year plan 2019-2023,Y,2020,4031,HIGH ST,Township Line Rd / SR 4046,0280_0330,POTTSTOWN,LIMERICK,LOWER POTTSGROVE,No,Yes,Yes,Yes,N/A,Yes,N/A,Yes,N/A, ,,N/A,,N/A,0,0,1,0,0,0,0,0,0,0,0,0,0,
517,5-year plan 2019-2023,N,2020,4031,HIGH ST,Township Line Rd / SR 4046,0281_0321,POTTSTOWN,LIMERICK,,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
522,5-year plan 2020-2024,Y,2020,202,DEKALB ST,Crooked Ln / SR 3027,0100_0130,NORRISTOWN,BRIDGEPORT,WEST NORRITON,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
605,5-year plan 2019-2023,N,2018,3,WALNUT ST,24th St Bridge,0091_0111,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
606,5-year plan 2019-2023,N,2018,1020,PHILMONT AV,Byberry Rd / SR 1020,0010_0030,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
607,5-year plan 2019-2023,N,2018,2003,FIFTH ST,Walnut St / SR 3006,0052_0074,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
608,5-year plan 2019-2023,N,2018,2012,DAUPHIN ST,Ridge Ave / SR 3009,0010_0080,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
609,5-year plan 2019-2023,N,2018,3004,SIXTYFIFTH ST,Kingsessing Ave / SR 3023,0010_0040,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
610,5-year plan 2019-2023,N,2018,3004,SIXTYTHIRD ST,Kingsessing Ave / SR 3023,0031_0041,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
611,5-year plan 2019-2023,N,2018,3011,TWENTYNINTH ST,W Girard Ave / SR 2008,0012_0060,PHILADELPHIA,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
474,5-year plan 2019-2023,Y,2019,1018,MORWOOD RD,Sumneytown Pk / SR 0063,0010_0030,LOWER SALFORD,FRANCONIA,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
425,5-year plan 2019-2023,N,2018,63,RED LION RD,Philmon Ave / Red Lion Rd / SR 2013,0632_0642,LOWER MORELAND,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
468,5-year plan 2019-2023,N,2019,422,POTTSTOWN BP,Schuylkill River,0040_0050,LOWER POTTSGROVE,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
469,5-year plan 2019-2023,N,2019,422,POTTSTOWN BP,Schuylkill River,0041_0051,LOWER POTTSGROVE,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,
